transaction_id,transaction_time,product_name,quantity,unit_price,total_price,delivered_to_city
d1ee1630-6d9b-4a70-a4c7-90ff85716d95,20091221 081958,provident,15,9.163384319326022,137.45076478989034,Amroha
3f72dcea-c9f1-44a9-83cc-e707ab8be43c,19920215 185447,molestiae,67,13.79992343717313,924.5948702905997,Ghaziabad
cf95e693-9fd5-45c8-af73-b07423084db2,20140523 121901,dicta,94,35.26914099290193,3315.2992533327815,Bhatpara
714fad86-3e04-4267-b197-a06a2c8ade0f,19810615 085204,voluptates,95,30.076723047265762,2857.2886894902476,Parbhani
62def2b6-17a5-46c9-8e7b-436118f7550d,20110524 073209,hic,52,16.00187879965112,832.0976975818583,Nagaon
b3fb84ea-c8d3-4e1e-ad87-beccea1e7926,19751130 223458,quisquam,33,51.36227489183289,1694.9550714304853,Tezpur
7201310c-5912-41d2-b0e8-804f5e51aab8,19890419 183609,perferendis,23,28.61588389061407,658.1653294841236,Kollam
b7820277-52be-4829-bc38-55aa5274e05f,19971128 071304,dicta,34,27.90729493381463,948.8480277496974,Lucknow
6646dfbb-4bd2-4b4f-a35c-d09dac65e10f,19790504 023511,iusto,68,22.58911859814745,1536.0600646740268,Serampore
d79cd2ef-183e-4209-9b6f-9688ba2d4656,20090224 064634,neque,38,9.64462947703986,366.4959201275147,Gandhinagar
c09ce29f-747c-403e-ac05-14ddab3076eb,20081115 213005,architecto,73,41.38406807887111,3021.036969757591,Ozhukarai
b866840a-c2e2-4009-829e-daf9af3044b1,19870810 131727,enim,65,53.706138986897685,3490.8990341483495,Muzaffarpur
890afa33-42a7-48a6-8d67-261dd6779010,19910924 164718,corrupti,21,46.06066505628064,967.2739661818935,Karimnagar
227ffb8e-7859-4e21-97c1-d19b65a94157,19880217 073507,provident,22,52.07907113925864,1145.73956506369,Bangalore
9df3915e-517d-4d7b-8ab3-5cd4c16c7b43,20110520 003310,fugiat,91,49.27209049217777,4483.760234788177,Kollam
ac9b0e47-24c3-4df6-af35-0c2b626de724,19740801 180557,sit,14,49.02505325136012,686.3507455190417,Tumkur
5793f7a3-97f6-4bf2-98f3-1616a9ff06ec,19710909 080506,neque,73,34.415968008215096,2512.365664599702,Allahabad
2dfc6cfd-931b-4140-9f19-092cd68a3cbe,19911116 103629,expedita,74,23.961723683435107,1773.167552574198,Panvel
606a2fcf-8468-4934-924a-9bce1d426ed5,19930120 141811,esse,24,16.0828821361826,385.9891712683824,Machilipatnam
